ENSEMBL,ENTREZID,SYMBOL,type,pi_value_C10,pi_value_C18,pi_value_C19,pi_value_C10_C18_C19,description,summary_entrez,summary_genecard,summary_uniport,summary_Tocris,summary_CIViC
ENSG00000248712,283152,CCDC153,Protein Coding,5.03558068088378,1.34271109974155,0.90344952673045,6.10852045530327,Coiled-Coil Domain Containing 153,Additional gene information for CCDC153 Gene HGNC(27446)Entrez Gene(283152)Ensembl(ENSG00000248712)UniProtKB(Q494R4) Search for CCDC153 at DataMedSearch for CCDC153 at HumanCyc,GeneCards Summary for CCDC153 Gene CCDC153 (Coiled-Coil Domain Containing 153) is a Protein Coding gene.Diseases associated with CCDC153 include Noonan Syndrome-Like Disorder With Or Without Juvenile Myelomonocytic Leukemia. ,Additional gene information for CCDC153 Gene HGNC(27446)Entrez Gene(283152)Ensembl(ENSG00000248712)UniProtKB(Q494R4) Search for CCDC153 at DataMedSearch for CCDC153 at HumanCyc,NA,NA
ENSG00000142627,1969,EPHA2,Protein Coding,3.41722205016087,1.78608487314365,0.164922774972405,6.10344861196525,EPH Receptor A2,Entrez Gene Summary for EPHA2 Gene This gene belongs to the ephrin receptor subfamily of the protein-tyrosine kinase family. EPH and EPH-related receptors have been implicated in mediating developmental events_ particularly in the nervous system. Receptor,GeneCards Summary for EPHA2 Gene EPHA2 (EPH Receptor A2) is a Protein Coding gene.Diseases associated with EPHA2 include Cataract 6_ Multiple Types and Early-Onset Posterior Subcapsular Cataract.Among its related pathways are ERK Signaling and Akt Signali,UniProtKB/Swiss-Prot for EPHA2 GeneEPHA2_HUMAN_P29317Receptor tyrosine kinase which binds promiscuously membrane-bound ephrin-A family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The sig,Tocris Summary for EPHA2 GeneEph receptors are the largest family of receptor tyrosine kinases (RTKs) and are divided into two subclasses_ EphA and EphB. Originally identified as mediators of axon guidance, Eph receptors are implicated in many processes, ,NA
ENSG00000240764,56097,PCDHGC5,Protein Coding,1.92603600406516,3.13138880394663,0.0281222385277175,6.03116757912773,Protocadherin Gamma Subfamily C_ 5,Entrez Gene Summary for PCDHGC5 Gene This gene is a member of the protocadherin gamma gene cluster_ one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mec,GeneCards Summary for PCDHGC5 Gene PCDHGC5 (Protocadherin Gamma Subfamily C_ 5) is a Protein Coding gene.Gene Ontology (GO) annotations related to this gene include calcium ion binding.An important paralog of this gene is PCDHGC4. ,UniProtKB/Swiss-Prot for PCDHGC5 GenePCDGM_HUMAN_Q9Y5F6Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain.,NA,NA
ENSG00000237541,3117,HLA-DQA1,Protein Coding,0.341555815040477,3.75336621265449,1.56868778180649,5.8878597184364,Major Histocompatibility Complex_ Class II, DQ Alpha 1,Entrez Gene Summary for HLA-DQA1 Gene HLA-DQA1 belongs to the HLA class II alpha chain paralogues. The class II molecule is a heterodimer consisting of an alpha (DQA) and a beta chain (DQB)_ both anchored in the membrane. It plays a central role in the im,GeneCards Summary for HLA-DQA1 Gene HLA-DQA1 (Major Histocompatibility Complex_ Class II, DQ Alpha 1) is a Protein Coding gene.Diseases associated with HLA-DQA1 include Celiac Disease 1 and Adult-Onset Myasthenia Gravis.Among its related pathways are Rheu,UniProtKB/Swiss-Prot for HLA-DQA1 GeneDQA1_HUMAN_P01909Binds peptides derived from antigens that access the endocytic route of antigen presenting cells (APC) and presents them on the cell surface for recognition by the CD4 T-cells. The peptide binding cle,NA,NA
ENSG00000261611,NA,NA,NA,1.43227571167171,0.262804990220574,4.1083810629068,5.88433441069339,NA,NA,NA,NA,NA,NA
ENSG00000203852,333932,HIST2H3A,Protein Coding,3.5593099925266,1.60949015581343,0.353600759259188,5.72867439445993,Histone Cluster 2 H3 Family Member A,Entrez Gene Summary for HIST2H3A Gene Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. This structure consists of approximately 146 bp of DNA wrapped around a nucleosome_ an octa,GeneCards Summary for HIST2H3A Gene HIST2H3A (Histone Cluster 2 H3 Family Member A) is a Protein Coding gene.Among its related pathways are Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3 and Cell Cycle_ Mit,UniProtKB/Swiss-Prot for HIST2H3A GeneH32_HUMAN_Q71DI3Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central ro,NA,NA
ENSG00000184434,64922,LRRC19,Protein Coding,0.105425953703543,1.68362191058647,3.36731745159385,5.66928944140361,Leucine Rich Repeat Containing 19,Additional gene information for LRRC19 Gene HGNC(23379)Entrez Gene(64922)Ensembl(ENSG00000184434)UniProtKB(Q9H756) Search for LRRC19 at DataMedSearch for LRRC19 at HumanCyc,GeneCards Summary for LRRC19 Gene LRRC19 (Leucine Rich Repeat Containing 19) is a Protein Coding gene.Diseases associated with LRRC19 include Chronic Ulcer Of Skin and Decubitus Ulcer.An important paralog of this gene is SLITRK2. ,Additional gene information for LRRC19 Gene HGNC(23379)Entrez Gene(64922)Ensembl(ENSG00000184434)UniProtKB(Q9H756) Search for LRRC19 at DataMedSearch for LRRC19 at HumanCyc,NA,NA
ENSG00000213648,445329,SULT1A4,Protein Coding,2.60911530536062,2.17255016462484,0.0277403657159888,5.66843388618641,Sulfotransferase Family 1A Member 4,Entrez Gene Summary for SULT1A4 Gene Sulfotransferase enzymes catalyze the sulfate conjugation of many hormones_ neurotransmitters, drugs, and xenobiotic compounds. These cytosolic enzymes are different in their tissue distributions and substrate specific,GeneCards Summary for SULT1A4 Gene SULT1A4 (Sulfotransferase Family 1A Member 4) is a Protein Coding gene.Among its related pathways are Sulfation Biotransformation Reaction and Cytochrome P450 - arranged by substrate type.Gene Ontology (GO) annotations r,UniProtKB/Swiss-Prot for SULT1A4 GeneST1A4_HUMAN_P0DMN0Sulfotransferase that utilizes 3-phospho-5-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of phenolic monoamines (neurotransmitters such as dopamine, norepinephrine and,NA,NA
ENSG00000115155,9381,OTOF,Protein Coding,0.00617277073638736,2.520856516944,2.22730683832753,5.6147209586319,Otoferlin,Entrez Gene Summary for OTOF Gene Mutations in this gene are a cause of neurosensory nonsyndromic recessive deafness_ DFNB9. The short form of the encoded protein has 3 C2 domains, a single carboxy-terminal transmembrane domain found also in the C. elegan,GeneCards Summary for OTOF Gene OTOF (Otoferlin) is a Protein Coding gene.Diseases associated with OTOF include Deafness_ Autosomal Recessive 9 and Deafness, Autosomal Recessive.Gene Ontology (GO) annotations related to this gene include calcium ion bindi,UniProtKB/Swiss-Prot for OTOF GeneOTOF_HUMAN_Q9HC10Key calcium ion sensor involved in the Ca(2+)-triggered synaptic vesicle-plasma membrane fusion and in the control of neurotransmitter release at these output synapses. Interacts in a calcium-dependent ma,NA,NA
ENSG00000036448,9172,MYOM2,Protein Coding,0.0131825840811602,2.67264950983541,2.07785859201666,5.55338774746062,Myomesin 2,Entrez Gene Summary for MYOM2 Gene The giant protein titin_ together with its associated proteins, interconnects the major structure of sarcomeres, the M bands and Z discs. The C-terminal end of the titin string extends into the M line, where it binds tig,GeneCards Summary for MYOM2 Gene MYOM2 (Myomesin 2) is a Protein Coding gene.Diseases associated with MYOM2 include Rheumatic Fever and Plasma Cell Neoplasm.Gene Ontology (GO) annotations related to this gene include structural constituent of muscle.An im,UniProtKB/Swiss-Prot for MYOM2 GeneMYOM2_HUMAN_P54296Major component of the vertebrate myofibrillar M band. Binds myosin, titin, and light meromyosin. This binding is dose dependent.,NA,NA
ENSG00000203989,727940,RHOXF2B,Protein Coding,1.89186485403085,2.91153046646552,0.0246816007131505,5.50822216094616,Rhox Homeobox Family Member 2B,Additional gene information for RHOXF2B Gene HGNC(33519)Entrez Gene(727940)Ensembl(ENSG00000203989)UniProtKB(P0C7M4) Search for RHOXF2B at DataMedSearch for RHOXF2B at HumanCyc,GeneCards Summary for RHOXF2B Gene RHOXF2B (Rhox Homeobox Family Member 2B) is a Protein Coding gene.Gene Ontology (GO) annotations related to this gene include sequence-specific DNA binding.An important paralog of this gene is RHOXF2. ,UniProtKB/Swiss-Prot for RHOXF2B GeneRHF2B_HUMAN_P0C7M4Transcription factor maybe involved in reproductive processes. Modulates expression of target genes encoding proteins involved in processes relevant to spermatogenesis.,NA,NA
ENSG00000158220,83850,ESYT3,Protein Coding,3.19713081985746,1.69619594059154,0.122335381573685,5.42296031818233,Extended Synaptotagmin 3,Additional gene information for ESYT3 Gene HGNC(24295)Entrez Gene(83850)Ensembl(ENSG00000158220)OMIM(616692)UniProtKB(A0FGR9) Search for ESYT3 at DataMedSearch for ESYT3 at HumanCyc,GeneCards Summary for ESYT3 Gene ESYT3 (Extended Synaptotagmin 3) is a Protein Coding gene.Among its related pathways are Metabolism and Sphingolipid metabolism.Gene Ontology (GO) annotations related to this gene include lipid binding and phospholipid bin,UniProtKB/Swiss-Prot for ESYT3 GeneESYT3_HUMAN_A0FGR9Binds glycerophospholipids in a barrel-like domain and may play a role in cellular lipid transport (By similarity). Tethers the endoplasmic reticulum to the cell membrane and promotes the formation of a,NA,NA
ENSG00000240403,3812,KIR3DL2,Protein Coding,3.10766559521222,1.73886223341804,0.170629391780404,5.40380233760712,Killer Cell Immunoglobulin Like Receptor_ Three Ig Domains And Long Cytoplasmic Tail 2,Entrez Gene Summary for KIR3DL2 Gene Killer cell immunoglobulin-like receptors (KIRs) are transmembrane glycoproteins expressed by natural killer cells and subsets of T cells. The KIR genes are polymorphic and highly homologous and they are found in a clu,GeneCards Summary for KIR3DL2 Gene KIR3DL2 (Killer Cell Immunoglobulin Like Receptor_ Three Ig Domains And Long Cytoplasmic Tail 2) is a Protein Coding gene.Diseases associated with KIR3DL2 include Mild Pre-Eclampsia and Sezary's Disease.Among its related,UniProtKB/Swiss-Prot for KIR3DL2 GeneKI3L2_HUMAN_P43630Receptor on natural killer (NK) cells for HLA-A alleles. Inhibits the activity of NK cells thus preventing cell lysis.,NA,NA
ENSG00000196993,100507607,NPIPB9,Protein Coding,2.13513372635328,2.50649392846687,5.31983140122554e-05,5.35169972156934,Nuclear Pore Complex Interacting Protein Family Member B9,Additional gene information for NPIPB9 Gene HGNC(41987)Entrez Gene(100507607)Ensembl(ENSG00000196993)UniProtKB(F8W1W9) Search for NPIPB9 at DataMedSearch for NPIPB9 at HumanCyc,GeneCards Summary for NPIPB9 Gene NPIPB9 (Nuclear Pore Complex Interacting Protein Family Member B9) is a Protein Coding gene.An important paralog of this gene is NPIPB7. ,Additional gene information for NPIPB9 Gene HGNC(41987)Entrez Gene(100507607)Ensembl(ENSG00000196993)UniProtKB(F8W1W9) Search for NPIPB9 at DataMedSearch for NPIPB9 at HumanCyc,NA,NA
ENSG00000101447,81610,FAM83D,Protein Coding,1.77845168946698,5.57132469047104,0.536752058408986,5.31831749352429,Family With Sequence Similarity 83 Member D,Additional gene information for FAM83D Gene HGNC(16122)Entrez Gene(81610)Ensembl(ENSG00000101447)UniProtKB(Q9H4H8) Search for FAM83D at DataMedSearch for FAM83D at HumanCyc,GeneCards Summary for FAM83D Gene FAM83D (Family With Sequence Similarity 83 Member D) is a Protein Coding gene.Diseases associated with FAM83D include Kleine-Levin Hibernation Syndrome.An important paralog of this gene is FAM83G. ,UniProtKB/Swiss-Prot for FAM83D GeneFA83D_HUMAN_Q9H4H8Probable proto-oncogene that regulates cell proliferation, growth, migration and epithelial to mesenchymal transition. Through the degradation of FBXW7, may act indirectly on the expression and downstr,NA,NA
ENSG00000183628,8214,DGCR6,Protein Coding,0.0697054727333153,1.73303195523257,2.97353403116832,5.15322949598621,DiGeorge Syndrome Critical Region Gene 6,Entrez Gene Summary for DGCR6 Gene DiGeorge syndrome_ and more widely, the CATCH 22 syndrome, are associated with microdeletions in chromosomal region 22q11.2. The product of this gene shares homology with the Drosophila melanogaster gonadal protein, whic,GeneCards Summary for DGCR6 Gene DGCR6 (DiGeorge Syndrome Critical Region Gene 6) is a Protein Coding gene.Diseases associated with DGCR6 include Velocardiofacial Syndrome and Digeorge Syndrome.An important paralog of this gene is LOC102724770. ,UniProtKB/Swiss-Prot for DGCR6 GeneDGCR6_HUMAN_Q14129May play a role in neural crest cell migration into the third and fourth pharyngeal pouches.,NA,NA
ENSG00000148935,2620,GAS2,Protein Coding,3.59605794458888,0.369285027469537,1.41463325248291,5.08710314627078,Growth Arrest Specific 2,Entrez Gene Summary for GAS2 Gene The protein encoded by this gene is a caspase-3 substrate that plays a role in regulating microfilament and cell shape changes during apoptosis. It can also modulate cell susceptibility to p53-dependent apoptosis by inhib,GeneCards Summary for GAS2 Gene GAS2 (Growth Arrest Specific 2) is a Protein Coding gene.Diseases associated with GAS2 include Fanconi Anemia_ Complementation Group F and Gnathodiaphyseal Dysplasia.Among its related pathways are ERK Signaling and Akt Sign,UniProtKB/Swiss-Prot for GAS2 GeneGAS2_HUMAN_O43903May play a role in apoptosis by acting as a cell death substrate for caspases. Is cleaved during apoptosis and the cleaved form induces dramatic rearrangements of the actin cytoskeleton and potent changes,NA,NA
ENSG00000284922,NA,NA,NA,1.46519345435131,3.45081322689158,0.185399705225737,5.05610895223047,NA,NA,NA,NA,NA,NA
ENSG00000255374,259289,TAS2R43,Protein Coding,0.00462181834151598,2.45493398274107,2.05692716707214,5.04962040246873,Taste 2 Receptor Member 43,Entrez Gene Summary for TAS2R43 Gene TAS2R43 belongs to the large TAS2R receptor family. TAS2Rs are expressed on the surface of taste receptor cells and mediate the perception of bitterness through a G protein-coupled second messenger pathway (Conte et al,GeneCards Summary for TAS2R43 Gene TAS2R43 (Taste 2 Receptor Member 43) is a Protein Coding gene.Diseases associated with TAS2R43 include Danubian Endemic Familial Nephropathy.Among its related pathways are Peptide ligand-binding receptors and Signaling b,UniProtKB/Swiss-Prot for TAS2R43 GeneT2R43_HUMAN_P59537Gustducin-coupled receptor immplicated in the perception of bitter compounds in the oral cavity and the gastrointestinal tract. Signals through PLCB2 and the calcium-regulated cation channel TRPM5. Ac,NA,NA
ENSG00000180071,253650,ANKRD18A,Protein Coding,1.40545087385331,3.54136250874418,0.167495624494543,4.97721103254585,Ankyrin Repeat Domain 18A,Additional gene information for ANKRD18A Gene HGNC(23643)Entrez Gene(253650)Ensembl(ENSG00000180071)UniProtKB(Q8IVF6) Search for ANKRD18A at DataMedSearch for ANKRD18A at HumanCyc,GeneCards Summary for ANKRD18A Gene ANKRD18A (Ankyrin Repeat Domain 18A) is a Protein Coding gene.An important paralog of this gene is ANKRD18B. ,Additional gene information for ANKRD18A Gene HGNC(23643)Entrez Gene(253650)Ensembl(ENSG00000180071)UniProtKB(Q8IVF6) Search for ANKRD18A at DataMedSearch for ANKRD18A at HumanCyc,NA,NA
ENSG00000184828,201501,ZBTB7C,Protein Coding,1.69405304212243,2.92368585260492,0.0207274204258163,4.95287891281568,Zinc Finger And BTB Domain Containing 7C,Additional gene information for ZBTB7C Gene HGNC(31700)Entrez Gene(201501)Ensembl(ENSG00000184828)OMIM(616591)UniProtKB(A1YPR0) Search for ZBTB7C at DataMedSearch for ZBTB7C at HumanCyc,GeneCards Summary for ZBTB7C Gene ZBTB7C (Zinc Finger And BTB Domain Containing 7C) is a Protein Coding gene.Gene Ontology (GO) annotations related to this gene include nucleic acid binding.An important paralog of this gene is ZBTB7B. ,UniProtKB/Swiss-Prot for ZBTB7C GeneZBT7C_HUMAN_A1YPR0May be a tumor suppressor gene.,NA,NA
ENSG00000154380,55740,ENAH,Protein Coding,3.25028332477734,1.50066539173823,0.247545525046637,4.87758769883721,ENAH_ Actin Regulator,Entrez Gene Summary for ENAH Gene This gene encodes a member of the enabled/ vasodilator-stimulated phosphoprotein. Members of this gene family are involved in actin-based motility. This protein is involved in regulating the assembly of actin filaments an,GeneCards Summary for ENAH Gene ENAH (ENAH_ Actin Regulator) is a Protein Coding gene.Among its related pathways are Cytoskeletal Signaling and E-cadherin signaling in the nascent adherens junction.Gene Ontology (GO) annotations related to this gene inclu,UniProtKB/Swiss-Prot for ENAH GeneENAH_HUMAN_Q8N8S7Ena/VASP proteins are actin-associated proteins involved in a range of processes dependent on cytoskeleton remodeling and cell polarity such as axon guidance and lamellipodial and filopodial dynamics in m,NA,NA
ENSG00000181143,94025,MUC16,Protein Coding,2.95242980581287,1.6452643079597,0.065199180359585,4.8575273812603,Mucin 16_ Cell Surface Associated,Entrez Gene Summary for MUC16 Gene This gene encodes a protein that is a member of the mucin family. Mucins are high molecular weight_ O-glycosylated proteins that play an important role in forming a protective mucous barrier, and are found on the apical ,GeneCards Summary for MUC16 Gene MUC16 (Mucin 16_ Cell Surface Associated) is a Protein Coding gene.Diseases associated with MUC16 include Ovarian Cyst and Lymphedema, Hereditary, Ii.Among its related pathways are O-linked glycosylation and Metabolism of ,UniProtKB/Swiss-Prot for MUC16 GeneMUC16_HUMAN_Q8WXI7Thought to provide a protective, lubricating barrier against particles and infectious agents at mucosal surfaces.,NA,NA
ENSG00000102383,158866,ZDHHC15,Protein Coding,3.06877540443628,0.149759050747889,1.52720747647547,4.68665674127914,Zinc Finger DHHC-Type Containing 15,Entrez Gene Summary for ZDHHC15 Gene The protein encoded by this gene belongs to the DHHC palmitoyltransferase family. Mutations in this gene are associated with mental retardatio X-linked type 91 (MRX91). Alternatively spliced transcript variants encodin,GeneCards Summary for ZDHHC15 Gene ZDHHC15 (Zinc Finger DHHC-Type Containing 15) is a Protein Coding gene.Gene Ontology (GO) annotations related to this gene include palmitoyltransferase activity.An important paralog of this gene is ZDHHC2. ,UniProtKB/Swiss-Prot for ZDHHC15 GeneZDH15_HUMAN_Q96MV8Catalyzes palmitoylation of Cys residues on target proteins. Catalyzes palmitoylation of GAP43 and DLG4/PSD95.,NA,NA
ENSG00000184659,349334,FOXD4L4,Protein Coding,1.84781627120429,2.44447389695838,0.00109305377872082,4.51693864133386,Forkhead Box D4 Like 4,Additional gene information for FOXD4L4 Gene HGNC(23762)Entrez Gene(349334)Ensembl(ENSG00000184659)OMIM(611085)UniProtKB(Q8WXT5) Search for FOXD4L4 at DataMedSearch for FOXD4L4 at HumanCyc,GeneCards Summary for FOXD4L4 Gene FOXD4L4 (Forkhead Box D4 Like 4) is a Protein Coding gene.Gene Ontology (GO) annotations related to this gene include DNA binding transcription factor activity and RNA polymerase II transcription factor activity_ sequenc,Additional gene information for FOXD4L4 Gene HGNC(23762)Entrez Gene(349334)Ensembl(ENSG00000184659)OMIM(611085)UniProtKB(Q8WXT5) Search for FOXD4L4 at DataMedSearch for FOXD4L4 at HumanCyc,NA,NA
ENSG00000260537,NA,NA,NA,2.07181839924277,2.1773053904847,0.00590613437385334,4.51098136877666,NA,NA,NA,NA,NA,NA
ENSG00000144152,129804,FBLN7,Protein Coding,0.129673249317399,1.43404819728543,3.13309101364537,4.49300352004933,Fibulin 7,Additional gene information for FBLN7 Gene HGNC(26740)Entrez Gene(129804)Ensembl(ENSG00000144152)OMIM(611551)UniProtKB(Q53RD9) Search for FBLN7 at DataMedSearch for FBLN7 at HumanCyc,GeneCards Summary for FBLN7 Gene FBLN7 (Fibulin 7) is a Protein Coding gene.Gene Ontology (GO) annotations related to this gene include calcium ion binding and heparin binding. ,UniProtKB/Swiss-Prot for FBLN7 GeneFBLN7_HUMAN_Q53RD9An adhesion molecule that interacts with extracellular matrix molecules in developing teeth and may play important roles in differentiation and maintenance of odontoblasts as well as in dentin formation,NA,NA
ENSG00000269313,79917,MAGIX,Protein Coding,2.17528637024515,2.06423227668383,0.003903723613852,4.49029633649045,MAGI Family Member_ X-Linked,Additional gene information for MAGIX Gene HGNC(30006)Entrez Gene(79917)Ensembl(ENSG00000269313)UniProtKB(Q9H6Y5) Search for MAGIX at DataMedSearch for MAGIX at HumanCyc,GeneCards Summary for MAGIX Gene MAGIX (MAGI Family Member_ X-Linked) is a Protein Coding gene.An important paralog of this gene is MAGI2. ,Additional gene information for MAGIX Gene HGNC(30006)Entrez Gene(79917)Ensembl(ENSG00000269313)UniProtKB(Q9H6Y5) Search for MAGIX at DataMedSearch for MAGIX at HumanCyc,NA,NA
ENSG00000129354,10053,AP1M2,Protein Coding,1.18603027048491,0.300608057601086,3.75119690229411,4.44903307667002,Adaptor Related Protein Complex 1 Subunit Mu 2,Entrez Gene Summary for AP1M2 Gene This gene encodes a subunit of the heterotetrameric adaptor-related protein comlex 1 (AP-1)_ which belongs to the adaptor complexes medium subunits family. This protein is capable of interacting with tyrosine-based sorti,GeneCards Summary for AP1M2 Gene AP1M2 (Adaptor Related Protein Complex 1 Subunit Mu 2) is a Protein Coding gene.Diseases associated with AP1M2 include Pain Agnosia and Agnosia.Among its related pathways are Clathrin derived vesicle budding and CTLA4 Sign,UniProtKB/Swiss-Prot for AP1M2 GeneAP1M2_HUMAN_Q9Y6Q5Subunit of clathrin-associated adaptor protein complex 1 that plays a role in protein sorting in the trans-Golgi network (TGN) and endosomes. The AP complexes mediate the recruitment of clathrin to memb,NA,NA
ENSG00000135423,27165,GLS2,Protein Coding,2.46912261157802,0.0725801407174558,1.78811574423292,4.41507701620417,Glutaminase 2,Entrez Gene Summary for GLS2 Gene The protein encoded by this gene is a mitochondrial phosphate-activated glutaminase that catalyzes the hydrolysis of glutamine to stoichiometric amounts of glutamate and ammonia. Originally thought to be liver-specific_ t,GeneCards Summary for GLS2 Gene GLS2 (Glutaminase 2) is a Protein Coding gene.Diseases associated with GLS2 include Juvenile Dermatitis Herpetiformis and Stomach Carcinoma In Situ.Among its related pathways are Gene Expression and Central carbon metabolis,UniProtKB/Swiss-Prot for GLS2 GeneGLSL_HUMAN_Q9UI32Plays an important role in the regulation of glutamine catabolism. Promotes mitochondrial respiration and increases ATP generation in cells by catalyzing the synthesis of glutamate and alpha-ketoglutarate,NA,NA
ENSG00000019144,23187,PHLDB1,Protein Coding,2.46422467271985,1.790805388958,0.0247749636553596,4.41294682350998,Pleckstrin Homology Like Domain Family B Member 1,Additional gene information for PHLDB1 Gene HGNC(23697)Entrez Gene(23187)Ensembl(ENSG00000019144)OMIM(612834)UniProtKB(Q86UU1) Monarch InitiativeSearch for PHLDB1 at DataMedSearch for PHLDB1 at HumanCyc,GeneCards Summary for PHLDB1 Gene PHLDB1 (Pleckstrin Homology Like Domain Family B Member 1) is a Protein Coding gene.An important paralog of this gene is PHLDB2. ,Additional gene information for PHLDB1 Gene HGNC(23697)Entrez Gene(23187)Ensembl(ENSG00000019144)OMIM(612834)UniProtKB(Q86UU1) Monarch InitiativeSearch for PHLDB1 at DataMedSearch for PHLDB1 at HumanCyc,NA,NA
ENSG00000152475,116412,ZNF837,Protein Coding,2.44763951984528,0.0414041489231542,1.79181510974115,4.38571747485835,Zinc Finger Protein 837,Additional gene information for ZNF837 Gene HGNC(25164)Entrez Gene(116412)Ensembl(ENSG00000152475)UniProtKB(Q96EG3) Search for ZNF837 at DataMedSearch for ZNF837 at HumanCyc,GeneCards Summary for ZNF837 Gene ZNF837 (Zinc Finger Protein 837) is a Protein Coding gene.An important paralog of this gene is MECOM. ,UniProtKB/Swiss-Prot for ZNF837 GeneZN837_HUMAN_Q96EG3May be involved in transcriptional regulation.,NA,NA
ENSG00000129048,51554,ACKR4,Protein Coding,2.09066328285469,0.000132360779934539,2.09264577918044,4.37501769455339,Atypical Chemokine Receptor 4,Entrez Gene Summary for ACKR4 Gene The protein encoded by this gene is a member of the G protein-coupled receptor family_ and is a receptor for C-C type chemokines. This receptor has been shown to bind dendritic cell- and T cell-activated chemokines inclu,GeneCards Summary for ACKR4 Gene ACKR4 (Atypical Chemokine Receptor 4) is a Protein Coding gene.Among its related pathways are Signaling by GPCR and Peptide ligand-binding receptors.Gene Ontology (GO) annotations related to this gene include G-protein cou,UniProtKB/Swiss-Prot for ACKR4 GeneACKR4_HUMAN_Q9NPB9Atypical chemokine receptor that controls chemokine levels and localization via high-affinity chemokine binding that is uncoupled from classic ligand-driven signal transduction cascades, resulting inste,NA,NA
ENSG00000147100,6567,SLC16A2,Protein Coding,1.4283208878401,0.0884340054910177,3.04548141917771,4.34992472454042,Solute Carrier Family 16 Member 2,Entrez Gene Summary for SLC16A2 Gene This gene encodes an integral membrane protein that functions as a transporter of thyroid hormone. The encoded protein facilitates the cellular importation of thyroxine (T4)_ triiodothyronine (T3), reverse triiodothyro,GeneCards Summary for SLC16A2 Gene SLC16A2 (Solute Carrier Family 16 Member 2) is a Protein Coding gene.Diseases associated with SLC16A2 include Allan-Herndon-Dudley Syndrome and Alacrima_ Achalasia, And Mental Retardation Syndrome.Among its related pathw,UniProtKB/Swiss-Prot for SLC16A2 GeneMOT8_HUMAN_P36021Very active and specific thyroid hormone transporter. Stimulates cellular uptake of thyroxine (T4), triiodothyronine (T3), reverse triiodothyronine (rT3) and diidothyronine. Does not transport Leu, Phe,NA,NA
ENSG00000099958,91319,DERL3,Protein Coding,1.72465674332217,2.50117627810371,0.0137296958399319,4.31367053426901,Derlin 3,Entrez Gene Summary for DERL3 Gene The protein encoded by this gene belongs to the derlin family_ and resides in the endoplasmic reticulum (ER). Proteins that are unfolded or misfolded in the ER must be refolded or degraded to maintain the homeostasis of ,GeneCards Summary for DERL3 Gene DERL3 (Derlin 3) is a Protein Coding gene.Diseases associated with DERL3 include Rhabdoid Tumor Predisposition Syndrome 1 and Tumor Predisposition Syndrome.Among its related pathways are Protein processing in endoplasmic r,UniProtKB/Swiss-Prot for DERL3 GeneDERL3_HUMAN_Q96Q80Functional component of endoplasmic reticulum-associated degradation (ERAD) for misfolded lumenal glycoproteins, but not that of misfolded nonglycoproteins. May act by forming a channel that allows the ,NA,NA
ENSG00000078081,27074,LAMP3,Protein Coding,0.00800877286330649,1.9399185878083,2.2217411799616,4.30999701230665,Lysosomal Associated Membrane Protein 3,Entrez Gene Summary for LAMP3 Gene Dendritic cells (DCs) are the most potent antigen-presenting cells. Immature DCs efficiently capture antigens and differentiate into interdigitating dendritic cells (IDCs) in lymphoid tissues that induce primary T-cell r,GeneCards Summary for LAMP3 Gene LAMP3 (Lysosomal Associated Membrane Protein 3) is a Protein Coding gene.Among its related pathways are Lysosome.An important paralog of this gene is CD68. ,UniProtKB/Swiss-Prot for LAMP3 GeneLAMP3_HUMAN_Q9UQV4May play a role in dendritic cell function and in adaptive immunity.,NA,NA
ENSG00000128165,79924,ADM2,Protein Coding,0.0726774460523412,2.89984782574282,1.47223851640219,4.26926766076374,Adrenomedullin 2,Entrez Gene Summary for ADM2 Gene This gene encodes a member of the calcitonin gene-related peptide (CGRP)/calcitonin family of hormones that play a role in the regulation of cardiovascular homeostasis_ prolactin release, anti-diuresis, anti-natriuresis, ,GeneCards Summary for ADM2 Gene ADM2 (Adrenomedullin 2) is a Protein Coding gene_ and is affiliated with the lncRNA class.Among its related pathways are Presynaptic function of Kainate receptors and Signaling by GPCR.Gene Ontology (GO) annotations related,UniProtKB/Swiss-Prot for ADM2 GeneADM2_HUMAN_Q7Z4H4IMDL and IMDS may play a role as physiological regulators of gastrointestinal, cardiovascular bioactivities mediated by the CALCRL/RAMPs receptor complexes. Activates the cAMP-dependent pathway.,NA,NA
